OID_;Join_Count;TARGET_FID;municipal;district;name;pt_m_tt_2013_5874358;pt_m_t_2013_5874358;pt_m_d_2013_5874358;pt_m_tt_2013_5878088;pt_m_t_2013_5878088;pt_m_d_2013_5878088;pt_m_tt_2013_5911249;pt_m_t_2013_5911249;pt_m_d_2013_5911249;pt_m_tt_2013_5934892;pt_m_t_2013_5934892;pt_m_d_2013_5934892;pt_m_tt_2013_5934906;pt_m_t_2013_5934906;pt_m_d_2013_5934906;pt_m_tt_2013_5952975;pt_m_t_2013_5952975;pt_m_d_2013_5952975;pt_m_tt_2013_5958354;pt_m_t_2013_5958354;pt_m_d_2013_5958354;pt_m_tt_2013_5961860;pt_m_t_2013_5961860;pt_m_d_2013_5961860;pt_m_tt_2013_5961890;pt_m_t_2013_5961890;pt_m_d_2013_5961890;pt_m_tt_2013_5961894;pt_m_t_2013_5961894;pt_m_d_2013_5961894;pt_m_tt_2013_5968821;pt_m_t_2013_5968821;pt_m_d_2013_5968821;pt_m_tt_2013_5975374;pt_m_t_2013_5975374;pt_m_d_2013_5975374;pt_m_tt_2013_5978639;pt_m_t_2013_5978639;pt_m_d_2013_5978639;pt_m_tt_2013_5980222;pt_m_t_2013_5980222;pt_m_d_2013_5980222;pt_m_tt_2013_5980260;pt_m_t_2013_5980260;pt_m_d_2013_5980260;pt_m_tt_2015_5874358;pt_m_t_2015_5874358;pt_m_d_2015_5874358;pt_m_tt_2015_5878088;pt_m_t_2015_5878088;pt_m_d_2015_5878088;pt_m_tt_2015_5911249;pt_m_t_2015_5911249;pt_m_d_2015_5911249;pt_m_tt_2015_5934892;pt_m_t_2015_5934892;pt_m_d_2015_5934892;pt_m_tt_2015_5934906;pt_m_t_2015_5934906;pt_m_d_2015_5934906;pt_m_tt_2015_5952975;pt_m_t_2015_5952975;pt_m_d_2015_5952975;pt_m_tt_2015_5958354;pt_m_t_2015_5958354;pt_m_d_2015_5958354;pt_m_tt_2015_5961860;pt_m_t_2015_5961860;pt_m_d_2015_5961860;pt_m_tt_2015_5961890;pt_m_t_2015_5961890;pt_m_d_2015_5961890;pt_m_tt_2015_5961894;pt_m_t_2015_5961894;pt_m_d_2015_5961894;pt_m_tt_2015_5968821;pt_m_t_2015_5968821;pt_m_d_2015_5968821;pt_m_tt_2015_5975374;pt_m_t_2015_5975374;pt_m_d_2015_5975374;pt_m_tt_2015_5978639;pt_m_t_2015_5978639;pt_m_d_2015_5978639;pt_m_tt_2015_5980222;pt_m_t_2015_5980222;pt_m_d_2015_5980222;pt_m_tt_2015_5980260;pt_m_t_2015_5980260;pt_m_d_2015_5980260;pt_m_tt_2018_5874358;pt_m_t_2018_5874358;pt_m_d_2018_5874358;pt_m_tt_2018_5878088;pt_m_t_2018_5878088;pt_m_d_2018_5878088;pt_m_tt_2018_5911249;pt_m_t_2018_5911249;pt_m_d_2018_5911249;pt_m_tt_2018_5934892;pt_m_t_2018_5934892;pt_m_d_2018_5934892;pt_m_tt_2018_5934906;pt_m_t_2018_5934906;pt_m_d_2018_5934906;pt_m_tt_2018_5952975;pt_m_t_2018_5952975;pt_m_d_2018_5952975;pt_m_tt_2018_5958354;pt_m_t_2018_5958354;pt_m_d_2018_5958354;pt_m_tt_2018_5961860;pt_m_t_2018_5961860;pt_m_d_2018_5961860;pt_m_tt_2018_5961890;pt_m_t_2018_5961890;pt_m_d_2018_5961890;pt_m_tt_2018_5961894;pt_m_t_2018_5961894;pt_m_d_2018_5961894;pt_m_tt_2018_5968821;pt_m_t_2018_5968821;pt_m_d_2018_5968821;pt_m_tt_2018_5975374;pt_m_t_2018_5975374;pt_m_d_2018_5975374;pt_m_tt_2018_5978639;pt_m_t_2018_5978639;pt_m_d_2018_5978639;pt_m_tt_2018_5980222;pt_m_t_2018_5980222;pt_m_d_2018_5980222;pt_m_tt_2018_5980260;pt_m_t_2018_5980260;pt_m_d_2018_5980260;Shape_Length;Shape_Area
146;391;148;049;643;Siikajärvi;93;54;29430;87;65;35198;85;63;30469;52;31;15387;76;56;19579;71;47;23133;90;72;29764;63;44;19995;86;63;25664;88;68;28931;82;64;25593;76;55;26263;84;63;26836;73;54;17246;83;63;26258;96;64;29559;83;63;35073;78;61;30346;50;33;15371;63;43;18792;67;50;23006;88;68;29075;67;46;19919;84;66;28536;86;66;29508;83;65;27567;75;57;26147;83;66;26720;66;45;17696;80;59;26298;106;84;33638;94;73;35166;89;67;29800;55;33;15375;76;51;19094;76;55;23667;101;78;32758;76;55;20434;94;70;26594;96;73;29556;93;68;26139;83;59;25471;91;67;26305;75;50;17160;90;67;27558;20341,816628117918299;21012663,907513707876205
147;442;149;049;644;Nuuksionpää;97;68;27828;96;65;32927;95;66;30077;68;43;16834;88;57;20524;80;52;24579;104;74;30692;82;57;21442;96;66;26592;100;70;30447;97;67;28505;88;59;26745;96;68;27196;78;56;17664;92;59;27220;106;76;28709;103;72;36573;101;70;31791;79;44;16817;91;58;19720;90;59;24452;111;79;30576;96;57;20113;106;74;28472;108;77;29444;105;74;27503;98;66;25742;104;74;26192;80;47;17597;95;67;27663;123;88;29711;114;69;36693;108;64;29808;77;43;16464;95;54;20540;97;54;24755;118;74;33169;95;52;21276;111;66;27004;114;69;29967;109;64;26549;100;55;25882;108;63;26715;82;53;17578;105;64;27383;24978,595362158790522;23771399,903858620673418
148;312;150;049;512;Espoonkartano;85;56;26307;70;53;33728;69;51;24357;45;26;12491;63;44;16477;54;35;21663;71;52;27874;59;40;17257;64;45;23774;67;47;26049;63;44;24107;58;41;22920;65;47;23176;47;24;11535;54;34;21263;79;55;26452;68;53;33732;63;48;29104;41;25;12492;60;46;16259;51;35;21765;69;53;26432;60;46;17198;65;49;23904;67;50;23283;64;53;24797;57;43;23312;64;51;23750;53;36;12225;60;42;20914;87;74;32573;70;53;33816;65;48;28857;42;27;13112;63;49;16887;53;38;20801;77;60;27928;65;52;17494;71;54;23948;73;57;26914;71;55;24974;60;45;23942;69;54;24515;52;35;10505;70;57;23731;20944,701001002216799;16057646,707680962979794
149;113;151;049;645;Ämmässuo;97;67;29157;94;65;34925;91;66;30196;58;29;15114;79;56;19306;77;52;22860;94;72;30148;68;42;19722;90;68;26571;92;70;28658;86;63;25320;80;59;25990;88;68;26563;74;52;16973;84;65;26317;90;62;29286;86;60;34800;82;59;30072;55;31;15098;67;41;18518;71;48;22733;92;68;28802;72;47;19646;87;64;28263;89;66;29235;87;63;27294;79;55;25874;87;64;26447;72;50;18403;85;66;27807;101;82;36543;90;72;36778;84;67;32594;57;31;15102;76;49;18821;72;54;25254;97;79;34958;78;53;20161;91;73;30784;92;74;31756;89;72;29815;79;61;28395;87;70;28968;72;54;16887;86;69;27720;10046,369692817157556;5244481,867414536885917
150;268;152;049;642;Vanha-Nuuksio-Nupuri;88;53;26020;73;58;32193;73;56;26735;40;26;11977;64;47;15668;59;41;19722;81;66;25836;54;39;16585;75;57;21736;78;61;26214;73;60;22183;66;48;22853;74;56;23426;63;44;13852;74;53;23859;86;58;26148;74;56;31662;69;54;26935;41;26;11960;55;37;15381;58;43;19595;79;64;25664;56;39;16508;75;60;25126;77;62;26097;74;59;24156;66;51;22736;74;59;23309;54;40;13832;66;52;22369;94;78;31601;79;67;31889;73;60;25181;42;28;11965;66;46;15684;63;49;22102;87;72;28829;63;48;17023;80;64;22665;82;68;25627;77;62;22210;69;54;21542;77;62;22376;58;43;13813;76;64;23630;17255,912210316360870;13885343,863500485196710
151;222;153;049;725;Velskola;85;61;20704;89;69;26006;77;58;25740;67;47;21109;55;34;18340;73;47;21970;86;63;30510;82;62;25657;81;61;26527;86;67;28042;81;62;25888;73;51;24655;81;60;25248;97;78;21160;83;62;26613;95;71;24342;99;70;34411;90;61;29300;81;50;19617;72;37;18340;82;53;22509;102;67;28471;93;64;23511;97;63;27067;99;65;28038;95;62;26097;84;52;24651;93;61;25245;99;74;22057;96;65;26610;108;69;25638;104;67;34108;95;61;25734;80;46;19614;71;36;18336;90;49;21958;108;71;31220;96;62;24331;102;65;27047;103;66;28018;101;64;26078;89;53;24622;98;62;25215;102;78;21030;98;60;26028;14906,413599864796197;11709765,311232151463628
152;20;154;049;311;Matinmetsä;70;57;24677;60;52;27524;55;46;22795;42;36;11546;55;48;15532;46;39;15474;43;36;18524;32;26;6944;36;29;14351;39;31;15323;35;28;13381;30;25;11897;37;31;12335;0;0;0;23;17;10489;78;57;25583;59;51;27470;55;49;22711;41;34;11731;55;46;15891;46;42;15678;44;39;18524;31;25;7020;37;33;14350;40;35;15322;36;32;13381;31;26;11896;37;33;12334;0;0;0;23;19;10489;76;58;29748;50;41;29463;50;46;24909;36;32;11242;52;44;17315;40;36;17544;37;34;20592;16;14;6174;31;28;16419;33;30;17390;31;28;15450;27;24;14175;34;32;14689;0;0;0;23;20;12410;3709,837383239756036;548632,528248329181224
153;92;155;049;521;Kurttila;78;63;28873;61;50;32981;58;48;28252;34;23;13331;52;41;16861;43;33;20916;65;48;26373;52;36;15369;57;41;22200;61;43;23171;57;40;21230;51;37;19848;58;43;20299;41;20;8658;48;30;18438;73;50;27678;60;50;32986;55;45;28258;33;22;13230;53;42;18963;43;32;20919;61;50;26970;50;40;15466;56;43;22796;58;46;23768;55;42;21827;48;38;20342;56;44;20780;39;24;9255;46;31;18935;79;66;32690;59;50;33075;54;45;28116;32;24;13235;53;45;17005;42;35;20924;66;58;28267;48;38;15161;60;52;23962;62;54;26378;60;52;24437;50;43;23162;58;51;23676;33;18;8908;55;44;21398;9900,656991238654882;5026923,418761243112385
154;62;156;049;511;Kauklahti;71;55;26218;55;41;32369;51;42;24357;27;19;12475;45;35;16249;36;28;20304;60;51;26417;46;37;17257;52;45;22317;56;47;24987;52;44;23046;43;36;22605;52;44;22839;42;24;10474;48;34;20254;67;43;26436;54;41;32374;48;39;27647;25;18;12475;45;33;16243;36;28;20307;57;46;26432;47;37;17198;54;45;24161;56;43;23283;53;44;24460;43;36;23018;52;44;23456;48;31;11176;54;37;20856;74;58;32079;53;43;32245;47;38;27499;26;18;12618;47;36;16393;37;28;20307;61;52;26920;50;41;17050;55;47;22939;57;48;26471;54;46;24530;44;36;23448;52;44;24021;42;26;10505;56;47;23287;6821,563714855140461;2643150,412522566504776
155;51;157;049;423;Saunaniemi;86;69;33797;77;64;34366;71;60;29054;55;42;15364;69;56;18952;62;50;21733;57;46;24819;49;32;13239;50;39;20646;53;41;21618;49;38;19676;46;33;18195;52;40;18645;32;17;7104;39;27;16784;83;60;29696;69;56;33805;65;56;28993;45;35;15280;62;50;21013;55;45;21959;58;46;24805;46;33;13301;51;39;20632;54;41;21603;50;38;19663;45;33;18178;51;39;18615;31;19;7090;37;25;16770;93;76;36709;74;63;36232;68;58;31273;52;37;16393;71;59;20500;60;48;24082;62;54;27514;41;33;13096;55;47;23341;57;49;24312;55;47;22372;51;44;21097;59;51;21611;24;12;7088;47;40;19332;6301,072049580717248;2390202,766147777903825
156;29;158;049;414;Laurinlahti;78;67;34197;67;58;33098;63;58;28369;52;43;17803;66;56;21841;55;49;21016;52;45;23849;42;33;13185;45;39;19677;47;41;20648;44;38;18706;38;33;17588;45;41;18025;25;21;6500;31;27;16180;88;65;31209;69;59;33312;64;56;28252;49;41;17311;64;55;21216;57;50;20968;56;49;24213;41;33;12709;49;43;20040;52;45;21011;48;42;19070;41;34;17585;47;40;18372;27;20;6498;34;27;16178;91;77;35536;72;60;34774;70;65;30287;52;43;17014;69;58;20513;61;53;22855;58;53;25904;37;33;11485;52;47;21730;54;49;22702;52;47;20761;48;43;19486;55;50;20000;22;17;5437;44;39;17722;5797,674165514772540;1521817,814363910583779
157;86;159;049;522;Vanttila;71;53;26118;55;41;31254;51;42;26525;27;19;11604;45;35;15134;36;28;19189;60;48;26373;46;36;14527;52;41;22200;56;43;23171;52;40;21230;43;36;19848;52;43;20299;42;20;8658;48;30;18438;67;43;26260;54;41;31711;48;39;26758;25;18;11504;45;33;16066;36;28;19193;57;46;26474;47;37;14535;54;45;22429;56;43;23325;53;44;21460;43;36;19921;52;44;20359;42;28;8834;48;34;18514;74;58;30965;53;43;31131;47;38;26836;26;18;11504;47;36;15279;37;28;19193;61;52;26920;50;41;14872;55;47;22939;57;48;26089;54;46;24148;44;36;22873;52;44;23388;38;21;8824;56;47;21109;8904,166848821987514;3895454,637735886964947
158;78;160;049;622;Gumböle;72;40;24620;71;57;30252;67;55;23254;37;24;10955;58;46;14646;53;40;18187;74;65;24185;52;37;15563;66;56;20200;70;60;23039;66;58;21161;58;47;20729;66;55;21323;46;39;10020;59;51;19437;72;39;24765;71;54;30282;66;53;25279;39;24;10939;53;35;14360;54;42;18574;72;61;24643;55;37;15029;66;56;22072;69;58;22180;67;57;21102;59;49;19341;66;57;19792;48;34;10654;58;50;19430;89;74;30580;71;62;30366;66;57;24160;41;26;10944;63;44;14662;54;46;18877;78;60;27797;61;46;15175;73;53;22055;73;55;24595;71;51;19622;61;44;18955;69;51;19788;49;39;9803;68;51;21411;8312,623047047976797;3508756,584206434432417
159;268;161;049;711;Röylä;80;53;18271;87;71;24428;77;61;22904;57;37;15610;55;37;15504;68;50;19133;84;66;25715;76;54;20158;79;63;21753;84;66;24911;80;63;22970;71;54;21818;79;61;22412;65;43;17213;79;60;23483;88;61;18179;93;74;31191;85;66;23349;55;38;15593;69;44;15503;73;53;19125;92;68;28404;73;53;19663;86;61;24230;88;63;25202;85;60;23261;77;53;21815;84;59;22408;68;43;17146;79;57;23774;83;71;20310;89;69;23996;86;64;22898;57;38;15598;70;43;15500;75;54;19121;99;78;28384;75;59;20785;93;72;24804;95;73;25182;92;71;23241;83;61;21785;91;69;22379;67;49;17127;88;71;23718;15214,755622483164188;14296216,504759229719639
160;221;162;049;724;Lakisto;85;61;20704;89;69;26006;77;58;25740;67;47;21133;55;34;18340;73;47;21970;86;63;30510;82;62;27723;81;61;26527;86;67;28042;81;62;25888;73;51;24655;81;60;25248;97;78;29624;83;62;26613;95;71;24342;99;70;34411;90;61;29300;81;50;19617;72;37;18340;82;53;22447;102;67;28471;93;64;23511;97;63;27067;99;65;28038;95;62;26097;84;52;24651;93;61;25245;99;74;28860;96;65;26610;108;69;23523;104;67;34108;95;61;25734;80;46;19614;71;36;18336;90;49;21958;108;71;31220;96;62;24331;102;65;27047;103;66;28018;101;64;26078;89;53;24622;98;62;25215;102;78;27735;98;60;26028;13237,252384699570030;11655952,787629608064890
161;142;163;049;634;Karhusuo;70;40;23444;68;55;28390;64;53;22111;30;21;8308;49;37;12784;51;37;16325;70;57;22750;47;34;12916;63;50;18589;65;53;22499;61;49;18514;55;41;18797;62;48;19248;43;32;10542;54;47;20215;66;40;23002;64;52;27994;60;50;23267;32;21;8292;45;32;11713;49;39;15927;67;58;21996;48;34;12840;62;51;21458;64;54;22429;61;50;20488;54;43;18801;61;50;19252;41;33;10474;53;44;19712;79;70;26454;68;55;28040;62;50;22022;32;23;8296;49;37;12746;51;40;16102;75;58;22139;54;44;13577;68;52;18158;70;54;22505;66;49;18664;56;43;18420;64;50;19253;40;34;10455;65;49;19921;12462,352214440428725;7047581,597812996245921
162;40;164;049;413;Kivenlahti;76;63;32775;69;60;32265;64;55;27454;50;39;16342;64;55;20327;55;48;20233;50;43;23198;41;29;11740;43;37;19025;46;39;19997;42;36;18055;38;31;16695;45;38;17009;25;17;5604;31;25;15163;83;61;31219;68;54;32308;63;56;27496;46;36;16282;61;52;21185;55;46;20462;54;45;23308;40;31;11832;47;38;19135;49;40;20106;46;37;18166;40;32;16680;46;38;17118;25;18;5483;32;24;15273;90;74;34312;72;60;34635;67;60;29349;50;41;15204;68;57;20057;59;52;22784;57;50;25764;36;30;11346;51;44;21591;53;46;22562;51;44;20622;47;40;19347;54;48;19861;20;10;5298;43;36;17583;6385,367271044301560;1921665,634889779845253
163;58;165;049;621;Muurala;59;33;23504;61;46;29331;57;47;21553;30;16;9681;46;36;13211;42;33;17266;63;50;23068;47;34;14426;56;45;19279;59;47;21923;55;44;19982;47;33;17977;54;42;18672;38;27;9112;49;40;18680;58;31;23648;60;46;29337;54;44;24610;29;16;9581;44;30;13376;42;33;17270;62;51;23437;46;36;14154;56;45;20955;58;47;20288;55;44;19986;47;37;18225;55;43;18675;39;28;9045;49;39;18673;75;62;27242;56;48;29208;51;43;24424;29;23;9286;49;39;13356;39;33;17143;63;52;25125;50;39;13425;57;45;19604;59;47;21923;57;43;18600;47;36;17839;55;43;18672;37;29;8751;57;43;19340;8220,093540939287777;2347644,997720689978451
164;48;166;049;422;Tillinmäki;89;64;30592;81;61;33848;76;61;29119;56;39;14198;72;56;17728;65;49;21783;63;48;25090;50;33;13045;56;41;20917;59;43;21889;55;40;19947;50;34;18463;57;41;18901;37;18;7585;43;28;17055;89;65;29793;74;61;33853;70;59;29126;48;38;14098;67;54;19830;59;48;21787;64;53;25119;51;38;13051;57;46;20946;59;49;21918;56;45;19977;50;41;18492;56;47;18930;36;26;7080;43;33;17084;92;77;33558;73;65;33937;67;59;28978;46;38;14098;65;53;18442;56;48;21787;67;60;27861;46;39;13443;60;53;23688;62;55;24660;60;53;22719;56;50;21444;64;57;21958;29;23;7395;52;46;19680;6101,680402820910786;1861779,784060828620568
165;118;167;049;635;Kunnarla;85;49;28324;87;66;34371;85;64;26373;57;32;14508;74;53;20341;73;51;23314;94;66;27889;76;50;19274;88;60;25772;90;62;26744;87;59;24802;79;50;23042;87;57;23492;62;38;13961;77;55;23517;83;56;28469;90;70;33651;84;61;28923;57;38;13949;71;53;16062;72;48;21584;88;64;28942;74;50;16410;81;57;24768;83;59;25740;80;56;23799;73;48;22038;79;55;22488;65;38;13893;76;53;23960;103;84;29928;88;65;34490;83;59;29532;59;39;13701;77;56;17134;71;49;22340;94;74;30818;78;59;18085;87;68;24654;89;69;27616;87;67;24198;78;57;23531;87;65;24364;61;43;13874;83;65;26217;10077,996253134637300;5688712,635431010276079
166;77;168;049;615;Kaupunginkallio;67;38;25065;61;45;29291;57;46;24562;32;22;9641;50;40;13171;42;33;17225;54;46;23379;39;31;12445;47;39;19279;49;42;20824;46;38;18882;41;33;17398;47;39;17836;24;16;6317;33;26;15990;65;37;24322;60;45;29296;54;43;24569;30;22;9540;48;36;14341;42;33;17230;54;45;23437;43;31;13145;47;38;19845;50;41;20288;46;37;18875;41;32;17390;48;38;17828;24;15;6250;34;25;15983;75;61;29001;56;48;29167;51;42;24421;29;22;9540;49;40;13316;39;33;17230;59;51;26422;38;30;12004;52;44;19625;54;47;23220;52;44;21280;47;40;20005;55;48;20519;22;15;5956;44;37;18240;8247,730632852162671;3394312,944918164517730
167;51;169;049;421;Kattilalaakso;78;60;31257;69;58;32018;64;55;27104;52;39;15185;66;55;18715;56;48;19967;52;42;22886;42;30;11468;45;35;18713;47;38;19685;44;34;17743;39;32;16259;45;38;16697;25;17;5171;31;25;14851;84;59;31334;68;59;31885;63;57;27085;49;37;15084;65;53;20413;55;47;20269;53;45;22885;40;35;11541;46;38;18712;49;40;19683;45;37;17742;39;33;16257;46;39;16695;25;19;5170;32;25;14850;90;74;33999;70;59;33777;67;58;29036;46;37;14763;65;54;18581;56;48;22452;57;51;24906;36;30;10488;50;44;20733;52;46;21704;50;44;19764;46;41;18489;54;48;19003;20;14;5224;42;36;16724;6442,630569280921009;2318934,866666580550373
168;75;170;049;415;Soukanniemi;84;71;32150;74;59;31505;70;55;27366;57;45;15709;72;57;19695;62;48;19554;60;46;22753;47;35;11107;53;39;18580;55;41;19551;52;38;17610;46;36;16451;53;42;16889;33;23;5363;39;29;15043;90;70;34754;76;64;31641;70;58;26582;54;45;16350;67;57;19571;63;53;19642;61;50;22488;45;35;11614;54;43;18314;57;45;19286;53;42;17345;47;36;15860;53;42;16298;31;22;4773;40;29;14453;91;73;32868;73;65;32584;71;61;27906;59;51;14363;74;64;18596;64;55;20733;60;51;23713;39;30;9295;54;44;19540;56;46;20511;54;44;18570;50;41;17296;57;48;17810;24;15;3408;46;37;15531;13080,596590082677722;6364548,298736118711531
169;40;171;049;412;Soukanmäki;75;67;32582;63;54;32198;58;51;27071;48;39;16353;62;55;20339;50;44;20251;49;44;22737;37;29;11751;42;37;18564;44;40;19536;41;37;18061;35;29;16730;42;37;17142;22;17;5616;28;23;15296;86;67;30346;64;56;32072;59;54;27003;46;38;15823;59;52;20005;52;46;20486;51;44;22725;37;30;11221;44;37;18552;46;40;19523;43;36;17582;36;31;16612;42;37;16971;22;17;5524;29;24;15205;86;70;33953;65;57;33669;64;58;29980;53;45;15717;67;60;19753;55;51;21837;52;48;25335;31;27;10916;46;41;21161;48;44;22133;46;41;20192;42;38;18918;49;45;19432;16;12;4869;38;34;17153;6890,580863811946074;1856408,625594094628468
170;43;172;049;611;Kirkkojärvi;56;33;22627;49;35;27219;47;36;21553;23;14;7570;42;30;11099;32;23;15154;57;46;21140;42;31;10666;49;39;17167;52;41;19436;49;38;17293;40;30;16049;48;38;16643;29;23;8438;37;32;15904;56;31;21712;49;36;27363;44;34;22636;20;13;7607;38;29;11519;32;24;15297;53;44;21204;41;32;10666;49;40;17177;51;42;18055;47;39;16578;39;31;18225;48;39;18675;30;24;8370;38;31;18103;68;52;27068;49;39;27234;43;33;22488;22;13;7607;42;31;11383;32;24;15297;57;48;23138;43;33;10516;50;42;18215;52;43;19936;50;41;17996;40;31;17839;48;39;16966;28;22;8076;49;38;16753;6925,380823697621054;1634454,535241926787421
171;56;173;049;431;Latokaskenmäki;76;53;28202;66;51;31459;64;52;26730;41;29;11809;59;45;15339;51;39;19392;54;45;22591;39;30;11011;47;38;18418;49;41;19389;46;37;17448;41;32;15990;47;38;16401;24;16;4876;33;25;14556;78;52;28347;63;51;31464;59;49;26737;37;28;11708;55;44;16570;48;38;19397;54;45;22584;40;31;11769;47;38;18410;49;40;19382;46;37;17441;41;32;15956;47;38;16394;23;15;4868;33;25;14549;83;67;31169;64;55;31548;59;49;26589;36;28;11708;57;46;15483;47;38;19397;57;51;24274;36;30;9856;50;44;20101;52;46;21072;50;44;19132;46;41;17857;54;48;18371;22;15;4761;42;37;16093;7197,247595348070718;2260834,250418847426772
172;36;174;049;411;Espoonlahden Keskus;71;62;32029;61;51;31481;56;51;26881;44;35;15668;57;50;20077;48;41;19430;43;39;22646;34;25;11066;36;32;18473;39;34;19445;35;31;17503;31;26;15910;37;34;16321;17;14;4796;23;20;14476;81;61;29835;62;53;31456;57;50;26548;46;35;15607;60;51;19592;49;43;19923;48;42;22769;35;27;11005;41;35;18596;43;38;19567;40;34;17627;33;28;15881;39;34;16240;19;14;4794;26;21;14474;85;69;33953;62;53;33669;63;56;29036;50;43;14813;65;56;19753;53;47;21917;51;46;24906;30;25;10488;44;39;20733;46;42;21704;44;39;19764;41;36;18489;48;43;19003;14;10;4499;36;32;16724;5310,313439042297432;1309991,721703765448183
173;3;175;049;452;Ulkosaaret;116;96;39296;108;87;39749;99;78;34636;89;68;23324;103;80;31231;91;71;27314;91;69;30302;79;57;18722;84;62;26129;86;64;27101;83;61;25159;78;59;23675;84;65;24113;64;45;12587;71;51;22267;130;107;40240;110;89;39389;102;81;34330;87;68;23388;101;82;31195;96;77;27497;92;73;30290;78;57;18786;85;66;26117;87;68;27088;84;65;25148;78;60;23662;85;66;24100;64;46;12575;71;52;22255;111;96;41337;104;89;41333;98;83;36374;87;72;22832;103;88;33272;93;78;29201;89;74;32181;68;53;17763;82;67;28008;84;69;28980;82;67;27039;78;64;25764;86;71;26278;52;37;11715;74;59;24000;64060,639713227334141;159759147,261776447296143
174;43;176;049;631;Karvasmäki;60;33;22285;61;49;27401;59;47;21431;30;17;7590;46;35;12066;44;36;15335;63;51;21808;46;33;11937;56;45;17880;59;47;21953;55;44;18028;47;34;18007;54;42;18702;39;28;10134;49;42;17026;58;32;21761;61;48;27275;55;47;22548;29;17;7574;43;31;10994;43;35;15208;62;52;21280;46;34;12121;56;45;18575;58;47;19160;55;44;20017;47;37;18256;55;43;18706;39;29;10067;49;40;17982;76;64;25610;58;51;27321;53;46;21087;30;22;7578;46;35;12027;41;36;15383;65;52;21420;50;40;12132;59;46;17439;61;48;21552;59;43;18631;48;37;17858;57;44;18427;37;30;9984;57;43;18052;6951,273873616183664;1710878,421669934410602
175;25;177;049;323;Kuitinmäki;69;47;22538;58;51;27492;53;47;22763;40;31;8722;52;48;15537;44;41;15346;40;37;18545;29;23;6665;33;30;14373;35;32;15344;32;29;13402;27;26;11918;33;32;12356;8;6;555;20;18;10510;75;56;23668;58;50;27545;53;48;22584;39;30;10280;54;45;13220;43;39;15699;42;39;18545;29;23;6898;35;32;14372;37;34;15343;34;31;13402;29;26;11917;35;32;12355;8;7;555;21;18;10510;78;60;29847;53;44;29668;53;47;24884;37;31;10298;55;44;13798;44;39;17749;41;37;20691;20;17;6273;34;31;16518;36;33;17490;34;31;15549;31;27;14274;38;34;14788;5;5;356;27;23;12510;4505,563918066293809;705316,840637778164819
176;52;178;049;434;Nöykkiönlaakso;73;56;29420;64;54;30679;61;54;25950;48;39;14198;63;53;17728;52;44;18628;48;39;21732;38;29;10765;41;33;17559;44;35;18531;41;32;16589;35;28;15105;42;36;15542;22;16;4017;28;22;13697;82;55;29338;64;55;30732;58;53;25771;46;37;13875;61;51;16570;51;46;18684;50;42;21732;36;30;10227;43;36;17558;45;38;18530;42;35;16589;35;30;15104;41;36;15542;21;16;4016;28;23;13697;86;71;32846;65;56;32928;64;58;27883;45;37;13332;65;52;16831;55;48;21077;52;49;23690;31;28;9272;46;42;19517;48;44;20488;46;42;18548;42;39;17273;49;46;17787;15;12;4008;38;35;15508;6644,558304112191763;2251816,876816632691771
177;52;179;049;613;Suvela;56;36;23289;55;41;27715;50;42;22987;24;20;8066;44;35;11596;36;29;15650;57;50;21763;42;35;10170;50;43;17663;52;45;20558;49;42;18213;43;35;16969;50;43;17563;28;20;7342;36;29;17015;56;35;22514;54;41;27722;48;39;22994;23;18;7966;40;33;12704;36;28;15655;56;49;21724;42;34;10170;49;42;20869;51;44;19239;48;41;17763;43;36;17260;49;42;18852;27;21;7274;35;28;17008;74;57;27426;53;44;27593;47;38;22846;26;18;7966;47;36;11741;37;28;15655;61;53;24070;41;34;11436;55;47;18316;56;48;20869;54;46;18928;44;36;17111;52;44;17985;25;20;7140;47;41;17672;6307,361807517931993;2188348,498191777616739
178;120;180;049;722;Luukki;71;57;16869;78;64;22172;70;53;21906;52;44;17298;44;29;14505;59;43;18135;75;59;26102;70;57;20771;70;56;22141;74;62;24207;70;57;22054;61;47;20820;69;55;21414;79;61;23450;72;57;22779;78;63;18898;80;61;30193;72;59;24068;58;45;17266;51;32;14505;62;48;18126;80;62;24636;73;61;19676;76;58;23232;78;60;24204;74;57;22263;64;48;20816;73;56;21410;79;65;22667;76;60;22775;83;67;20077;76;62;24715;71;57;22140;54;43;16059;48;30;13907;63;45;18123;83;66;27386;71;57;20494;76;60;23212;78;61;24184;76;59;22243;65;48;20787;73;57;21381;80;64;21234;73;56;22194;10502,975258079341074;5699743,951684567146003
179;30;181;049;113;Mäkkylä;44;22;12589;41;30;17700;36;30;11364;6;4;402;18;9;2222;23;16;6438;44;35;12552;18;14;5155;38;30;8345;43;36;12234;39;32;10095;31;24;9215;39;32;9809;42;36;11794;39;34;10832;45;21;12734;40;30;17026;36;28;12941;6;6;403;19;10;2291;24;17;6506;45;37;12575;18;14;5154;40;33;9342;43;35;13008;39;32;10234;32;24;9647;40;33;10220;39;32;10038;39;34;10814;58;44;15490;41;29;16666;34;27;11642;6;6;403;18;10;2291;24;17;6506;48;40;12544;26;19;5665;41;34;8562;45;36;13008;42;33;10238;31;24;9398;40;33;9992;41;34;11454;39;32;10785;4481,058689826400041;1247753,952279653400183
